PROGRAM_ID,CENTER_ID,PROGRAM_NAME,PROGRAM_TIME,PROGRAM_CONTENT,PROGRAM_NUM
266,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류/경력기술서) 가이드 -1부,2023-06-22 14:00 ~ 14:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
267,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류/경력기술서) 가이드 -2부,2023-06-22 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
268,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류/경력기술서) 가이드 -3부,2023-06-22 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
269,64,[온라인]나만 알고 있는 나의 경쟁력 제대로 표현하기_예체능계열 자소서 작성법,2023-06-22 14:00 ~ 16:00,나만의 취업컨텐츠를 발굴하고 스토리텔링하기!,
270,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-22 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
271,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-22 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
272,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-22 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
273,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-1부,2023-06-23 14:00 ~ 14:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
274,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-2부,2023-06-23 15:00 ~ 15:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
275,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-3부,2023-06-23 16:00 ~ 16:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
276,64,[오프라인] 실전 모의면접 실습&피드백,2023-06-23 14:00 ~ 15:00,실전처럼 진행되는 모의면접 및 면접 컨설팅 진행,
277,64,[오프라인] 실전 모의면접 실습&피드백,2023-06-23 15:00 ~ 16:00,실전처럼 진행되는 모의면접 및 면접 컨설팅 진행,
278,64,[오프라인] 실전 모의면접 실습&피드백,2023-06-23 16:00 ~ 17:00,실전처럼 진행되는 모의면접 및 면접 컨설팅 진행,
279,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-1부,2023-06-23 14:00 ~ 14:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
280,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-2부,2023-06-23 15:00 ~ 15:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
281,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류/경력기술서) 가이드-3부,2023-06-23 16:00 ~ 16:50,▶ 자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
282,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-23 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
283,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-23 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
284,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-23 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
285,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 및 1:1 면접 노하우-1부,2023-06-24 14:00 ~ 14:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
286,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 및 1:1 면접 노하우-2부,2023-06-24 15:00 ~ 15:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
287,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 및 1:1 면접 노하우-3부,2023-06-24 16:00 ~ 16:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
288,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-26 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
289,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-26 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
290,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-26 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
291,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-26 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
292,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-26 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
293,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-26 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
294,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-1부,2023-06-26 14:00 ~ 14:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
295,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-2부,2023-06-26 15:00 ~ 15:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
296,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-3부,2023-06-26 16:00 ~ 16:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
297,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-27 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
298,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-27 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
299,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-27 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
300,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-1부,2023-06-27 14:00 ~ 14:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
301,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-2부,2023-06-27 15:00 ~ 15:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
302,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-3부,2023-06-27 16:00 ~ 16:00,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
303,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-27 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
304,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-27 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
305,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-27 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
306,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-28 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
307,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-28 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
308,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-28 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
309,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-28 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
310,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-28 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
311,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-28 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
312,64,[오프라인]소그룹 면접컨설팅,2023-06-28 13:00 ~ 14:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
313,64,[오프라인]소그룹 면접컨설팅,2023-06-28 14:00 ~ 15:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
314,64,[오프라인]소그룹 면접컨설팅,2023-06-28 15:00 ~ 16:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
315,64,[오프라인]소그룹 면접컨설팅,2023-06-28 16:00 ~ 17:00,"1:3 소그룹 진행, 면접 대비전략 및 면접컨설팅, 피드백",
316,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 가이드-1부,2023-06-28 14:00 ~ 14:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
317,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 가이드-2부,2023-06-28 15:00 ~ 15:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
318,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 가이드-3부,2023-06-28 16:00 ~ 16:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
319,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-1부,2023-06-28 14:00 ~ 14:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
320,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-2부,2023-06-28 15:00 ~ 15:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
321,64,[온라인상담] 1:1 개인역량 맞춤 취업컨설팅-3부,2023-06-28 16:00 ~ 16:50,강점을 찾아 자신감 있는 자소서& 면접 준비하기(☎02-731-9576),
322,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-1부,2023-06-29 14:00 ~ 14:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
323,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-2부,2023-06-29 15:00 ~ 15:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
324,64,[온라인1:1]취업 성공을 위한 역량&강점 발견 자기소개서(이력서) 첨삭&코칭 컨설팅-3부,2023-06-29 16:00 ~ 16:50,지원한 기업에서 어필하는 자기소개서(이력서) 첨삭&코칭/▣ 문의:02-731-9572,
325,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-1부",2023-06-29 13:00 ~ 13:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
326,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-2부",2023-06-29 14:00 ~ 14:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
327,64,"(비대면 1:1 상담) 입사지원 서류 컨설팅, 이력서와 자기소개서 작성 중심-3부",2023-06-29 15:00 ~ 15:50,취업에 필요한 이력서와 자기소개서 작성 A~Z까지 (02-731-9578),
328,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류) 가이드-1부,2023-06-29 14:00 ~ 14:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
329,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류) 가이드-2부,2023-06-29 15:00 ~ 15:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
330,64,[온라인] 경험기반 1:1취업합격 전략!자소서 첨삭(입사서류) 가이드-3부,2023-06-29 16:00 ~ 16:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
331,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-29 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
332,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-29 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
333,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-29 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
334,64,6/30 이력서 사진촬영,2023-06-30 14:00 ~ 14:30,무료 이력서 사진촬영 서비스,
335,64,6/30 이력서 사진촬영,2023-06-30 14:30 ~ 15:00,무료 이력서 사진촬영 서비스,
336,64,6/30 이력서 사진촬영,2023-06-30 15:00 ~ 15:30,무료 이력서 사진촬영 서비스,
337,64,6/30 이력서 사진촬영,2023-06-30 15:30 ~ 16:00,무료 이력서 사진촬영 서비스,
338,64,6/30 이력서 사진촬영,2023-06-30 16:00 ~ 16:30,무료 이력서 사진촬영 서비스,
339,64,6/30 이력서 사진촬영,2023-06-30 16:30 ~ 17:00,무료 이력서 사진촬영 서비스,
340,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-1부,2023-06-30 14:00 ~ 14:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
341,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-2부,2023-06-30 15:00 ~ 15:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
342,64,[비대면] 호감을 높이는 면접전략 컨설팅 (모의면접 + 면접전략 확인) (1:1 상담)-3부,2023-06-30 16:00 ~ 16:50,호감 가는 지원자로 거듭나는 면접전략 컨설팅(02-731-9579),
343,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 가이드-1부,2023-06-30 14:00 ~ 14:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
344,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 가이드-2부,2023-06-30 15:00 ~ 15:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
345,64,[온라인] 최단기 취업합격 전략! 1:1자소서 첨삭 (입사서류) 가이드-3부,2023-06-30 16:00 ~ 16:50,▶자소서 (입사서류) 확실히 합격하는법-강점/경험 마인드맵(☏02-731-9574 ),
346,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-1부,2023-06-30 14:00 ~ 14:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
347,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-2부,2023-06-30 15:00 ~ 15:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
348,64,[필독] 신청전 오른쪽 → [상세보기] 클릭! 또랑또랑 합격하는 면접시크릿-3부,2023-06-30 16:00 ~ 16:50,또랑또랑 합격하는 면접시크릿!(02-731-9575),
349,75,왕초보 속성 통기타 교실 '낭만기타',6.13(화) 19:00~21:00 ~ 7.4(화) 19:00~21:00,기타 연주 배우기,과천시 거주 또는 제직 등 생활권 청년 (만 19세~39세 이하)/ 6명
350,75,"피어나는 캘리그라피 '손끝, 꽃'",6.2(금) 19:00~21:00 ~ 6.23(금) 19:00~21:00,캘리그라피,과천시 거주 또는 제직 등 생활권 청년 (만 19세~39세 이하)/10명
351,75,떴다 떴다 드론,6.13(수) 13:00~15:00,드론,과천시 거주 또는 제직 등 생활권 청년 (만 19세~39세 이하)/6명
352,75,프레첼 제빵 도전기 '빵심전심',6.13(화) 19:00~21:00,제빵,과천시 거주 또는 제직 등 생활권 청년 (만 19세~39세 이하)/ 9명
353,75,레진아트 썬캐쳐 만들기 '낮별',6.8(목) 오후반 16:00~18:00 (저녁반) 19:00~21:00,레진아트 썬캐처 제작,과천시 거주 또는 제직 등 생활권 청년 (만 19세~39세 이하)/10명
354,75,과천시 비행지구 6월 프로그램: 자녀와 함께하는 ‘로봇 놀이 코딩,2023. 6. 10.(토) ~ 6. 24.(토) 10:30 ~ 12:00 / 매주 토요일,로봇코딩,과천시 거주 또는 제직 등 생활권 청년 (만 19세~39세 이하)/10명
355,75,과천시 비행지구 6월 프로그램: 직접 만드는 반려악기 '칼림바 하루', 2023. 6. 12.(월) 19:00 ~ 21:00,"칼림바 제작, 연주 배우기",과천시 거주 또는 제직 등 생활권 청년 (만 19세~39세 이하)/10명
356,76,[WEMADE_운동하고 광명찾자],2023-06-01 ~ 2023-06-29,러닝 챌린지,"
내일의 건강을 위해 오늘 땀흘리는 청년 누구나 / 8명"
357,76,[WEMADE_밀가루 없는 저녁],2023-06-01 ~ 2023-06-29,밀가루 줄이기 챌린지,밀가루와 헤어질 결심을 할 청년 누구나 / 8명
358,76,[WEMADE_일주일에 오만원],2023-06-01 ~ 2023-06-29,절약 챌린지,절약을 습관화하고 싶은 청년 누구나 / 8명
359,76,[WEMADE_우리의 새벽은 아름답다],2023-06-01 ~ 2023-06-29,기상 챌린지,아침 일찍 나를 위한 시간을 가지고 싶은 청년 누구나 / 8명
360,76,[WEMADE_내 작고 소중한 독서모임],2023-06-01 ~ 2023-06-29,독서 모임,함께 책을 읽고 공유하고 싶은 청년 누구나 / 8명
361,76,[WEMADE_발등에 불 떨어],2023-06-01 ~ 2023-06-30,학습 스터디 ,꾸준히 공부하는 것에 러닝메이트가 필요한 청년 누구나 / 8명
362,76,[WEMADE_가보자고~],2023-06-01 ~ 2023-06-29,운동챌린지,매일 꾸준히 운동하는 것에 동기부여가 필요한 청년 /8명
363,82,인스타툰 시작하기,5.30~6.2 19:00,인스타툰 ,만19~35세 김포청년
364,82,[6월] 내돈 꽉잡아!,"6월 7,8,9,12,13",가계부 쓰는법,만19~34세 김포청년
365,127,6~7월 스텝박스 참여,"매주 월요일 / 저녁 6:30~8:30 일일1시간 /
무료수업
- 6월  12, 19, 26일
- 7월  3, 10, 17, 24, 31일 (총 8회)",운동,만19~39세 연천 관내 청년 (2004-1983년생까지)
366,127,소셜다이닝 : 약이되는 건강밥상,6월 27일(화) 오후 13:00~15:00,소셜다이닝,만19~39세 연천 관내 청년 (2004-1983년생까지)
367,127,우드버닝아트 액자 만들기 - 참여신청서,6월 21일(수) 18:30~20:30,우드버닝아트,만19~39세 연천 관내 청년 (2004-1983년생까지)
368,127,손뜨개 케이프 만들기 참여,2023년 6월 16일(금),뜨개질,만19~39세 연천 관내 청년 (2004-1983년생까지)
369,150, 케이스 스터디 6기 콘텐츠 마케팅,023년 5월 12일(금) ~ 6월 4일(일),마케팅,만 15세~39세 청년 취준생 30명
370,150,6월 취업상담소 1:1 맞춤 컨설팅,2023년 06월 19일(월)～ 06월 30일(금),취업교육,만 15세~39세 청년 취준생 10명
371,150,청년도전지원사업 더드림 2기 참여자 모집,2023.06.13(화) ~ 2023.11.03(금),취업 교육,"6개월이상 취업 및 교육, 직업훈련 이력이 없는 만 18세~34세"
372,150,기업가정신교육 2회차 – 자금조달과 투자유치,2023.06.22.(목) 15:00~16:30,금융,"스타트업 임직원, 예비창업자, 창업에 관심있는 누구나"
373,150,[1:1] 우리랑 '마음톡 심리상담'-1부,2023-06-01 10:30 ~ 11:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
374,150,[1:1] 우리랑 '마음톡 심리상담'-2부,2023-06-01 14:00 ~ 14:50,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
375,150,[1:1] 우리랑 '마음톡 심리상담'-3부,2023-06-01 15:30 ~ 16:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
376,150,[1:1] 우리랑 '마음톡 심리상담'-1부,2023-06-02 10:30 ~ 11:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
377,150,[1:1] 우리랑 '마음톡 심리상담'-2부,2023-06-02 14:00 ~ 14:50,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
378,150,[1:1] 우리랑 '마음톡 심리상담'-3부,2023-06-02 15:30 ~ 16:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
379,150,[1:1] 우리랑 '톡톡톡 직업상담'-1부,2023-06-02 14:00 ~ 14:50,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
380,150,[1:1] 우리랑 '톡톡톡 직업상담'-2부,2023-06-02 15:30 ~ 16:10,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
381,150,[1:1] 우리랑 '마음톡 심리상담'-1부,2023-06-05 10:30 ~ 11:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
382,150,[1:1] 우리랑 '마음톡 심리상담'-2부,2023-06-05 14:00 ~ 14:50,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
383,150,[1:1] 우리랑 '마음톡 심리상담'-3부,2023-06-05 15:30 ~ 16:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
384,150,[1:1] 우리랑 '톡톡톡 직업상담'-1부,2023-06-05 10:30 ~ 11:20,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
385,150,[1:1] 우리랑 '톡톡톡 직업상담'-2부,2023-06-05 14:00 ~ 14:50,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
386,150,[1:1] 우리랑 '톡톡톡 직업상담'-3부,2023-06-05 15:30 ~ 16:20,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
387,150,[1:1] 우리랑 '마음톡 심리상담'-1부,2023-06-07 10:30 ~ 11:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
388,150,[1:1] 우리랑 '마음톡 심리상담'-2부,2023-06-07 14:00 ~ 14:50,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
389,150,[1:1] 우리랑 '마음톡 심리상담'-3부,2023-06-07 15:30 ~ 16:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
390,150,[1:1] 우리랑 '톡톡톡 직업상담'-1부,2023-06-07 14:00 ~ 14:50,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
391,150,[1:1] 우리랑 '톡톡톡 직업상담'-2부,2023-06-07 15:30 ~ 16:20,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
392,150,[1:1] 우리랑 '마음톡 심리상담'-1부,2023-06-08 10:30 ~ 11:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
393,150,[1:1] 우리랑 '마음톡 심리상담'-2부,2023-06-08 14:00 ~ 14:50,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
394,150,[1:1] 우리랑 '마음톡 심리상담'-3부,2023-06-08 15:30 ~ 16:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
395,150,[1:1] 우리랑 '톡톡톡 직업상담'-1부,2023-06-08 14:00 ~ 14:50,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
396,150,[1:1] 우리랑 '톡톡톡 직업상담'-2부,2023-06-08 15:30 ~ 16:20,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
397,150,[1:1] 우리랑 '마음톡 심리상담'-1부,2023-06-09 10:30 ~ 11:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
398,150,[1:1] 우리랑 '마음톡 심리상담'-2부,2023-06-09 14:00 ~ 14:50,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
399,150,[1:1] 우리랑 '마음톡 심리상담'-3부,2023-06-09 15:30 ~ 16:20,직업 탐색 과정에서의 심리·정서 문제 ☎ 070-4112-2305,
400,150,[1:1] 우리랑 '톡톡톡 직업상담'-1부,2023-06-09 10:30 ~ 11:20,마이온에고를 통한 직업탐색을 통한 다양한 진로코칭,
401,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-01 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
402,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-01 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
403,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-3부,2023-06-01 16:00 ~ 16:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
404,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-1부,2023-06-02 14:00 ~ 14:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
405,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-2부,2023-06-02 15:00 ~ 15:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
406,151,(1:1 비대면 첨삭 진행) 한눈에 들어오는 자기소개서 완성하기-3부,2023-06-02 16:00 ~ 16:50,경험 중심의 읽기 쉬운 자기소개서 만들기 / 문의 : 02-3427-1067,
407,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-1부,2023-06-02 14:00 ~ 14:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
408,151,[E-mail 첨삭] 성공적인 취업 지원 서류 준비하기-2부,2023-06-02 15:00 ~ 15:50,"내가 가진 경험, 직무역량과 연결하여 취업 지원 서류 준비하기 문의)02-3427-1068",
